p_id,reviewer,review_head,review_text,star,Positive,Negative,neutral,compound
flipkart15,Nani Jatla,Does the job,"S21 FE for 30k, and I'm quite satisfied with my purchase. The camera performance is excellent, handling various conditions like low light, and the telephoto lens works well. It also performs admirably in multitasking.For average users like myself, this phone is a good choice. However, heavy gamers might want to look elsewhere. Now, let's talk about the cons. The battery life is a major letdown. Despite its supposed 4500mAh capacity, I'm only getting around 4 hours of screen-on time, which i...",3,0.233,0.023,0.744,0.9552
flipkart15,Flipkart Customer,Best in the market!,"It's looks nice and handy and moreover very speed performance .it's camera has many options and a nice n beautiful clicks , I love the product",5,0.432,0,0.568,0.9287
flipkart15,jake augustin,Does the job,Poor battery performance..Average camera...Outdates design..Okish performance..Display is good ..,3,0.223,0.238,0.538,-0.0516
flipkart15,Hasan Sk,Terrific,Just wow,5,0.792,0,0.208,0.5859
flipkart15,Shakira Banu,Utterly Disappointed,Very poor betry,1,0,0.629,0.371,-0.5256
flipkart15,Manish Mehra,Nice product,Battery is the draw back of this phone,4,0,0,1,0
flipkart15,sujan gayen,Not recommended at all,average,1,0,0,1,0
flipkart15,Mayur Patidar,Fabulous!,"Very nice product, Best forever samsung galaxy s21 fe",5,0.519,0,0.481,0.8204
flipkart15,Kalpesh Thakkar,Wonderful,Superb,5,1,0,0,0.6249
flipkart15,Satender  yadav,Highly recommended,A fantastic phone under 35k. I bought 256 at 35k. I guess it has no competition in this price range. Awesome display. Great camera. Amazing sound experience. Everything is top notch except for the back panel that is plastic and gets scratched very easily even in the pocket of your jeans,5,0.317,0.035,0.648,0.9577
flipkart15,Siddhartha  Maurya,Really Nice,Goood,4,0,0,1,0
flipkart15,Eshwar Thapa,Nice,Heating issue,3,0,0,1,0
flipkart15,Asish Chowdhary,Pretty good,Good mobile,4,0.744,0,0.256,0.4404
flipkart15,Kranthi Sunkari,Good,The phone is slow n heats up a lot and does not last for more than 4 hours,3,0,0,1,0
flipkart15,Haresh Memariya,Worst experience ever!,Heating issue...battery drainage is fast,1,0,0,1,0
flipkart15,deepika vasu,Just wow!,Fully satisfied with this phone,5,0.436,0,0.564,0.4754
flipkart15,Pravin Kadam,Just wow!,Love with camera,5,0.677,0,0.323,0.6369
flipkart15,Bhaskar Malipeddi,Bad quality,"1.Battery drain very fast,2.Signal catching issue,3.Heating issue.Think before purchase",2,0,0,1,0
flipkart15,Flipkart Customer,Hated it!,Very very bad,1,0,0.671,0.329,-0.6214
flipkart15,Krunal Patel,Value-for-money,Battery life is OK compare to other phone I used before Overall very good phone in all departments.,4,0.29,0,0.71,0.7291
flipkart15,Anil  Rathod,Decent product,"Camera ok,but battery draining esue",3,0,0,1,0
flipkart15,Vipin Kumar,Best in the market!,Nice phone camera is excellent  profarmese is makhan .,5,0.52,0,0.48,0.7579
flipkart15,Sachin Ruhela,Worth every penny,Love ❤️ camera,5,0.677,0,0.323,0.6369
flipkart15,Thanveer  Shimaq,Really Nice,"If you are looking for great camera phone under 30k,it is a great phone to buy, the only disadvantage is the battery drain. Rest phone is a premium budget phone with some flagship features. Cons : 1. Battery drain ( which i hope improves after update or the phones just adjusts to our usage).",4,0.25,0.046,0.704,0.91
flipkart15,Mohammed Khalid,Super!,Except battery 🔋 all good,5,0.492,0,0.508,0.4404
flipkart15,Nirav M Bhatt,Terrific purchase,V good samsang s21 fe,5,0.492,0,0.508,0.4404
flipkart15,Goutam Joshi,Must buy!,All things are outstanding  only battery  draining fast  😴,5,0.364,0,0.636,0.6124
flipkart15,Flipkart Customer,Did not meet expectations,"Bought 2 months backFed up with it as net connection is getting lost frequentlyApproached service centre, they are telling thatsoftware need to be changed and all data will be lost.Now i am searching for another phone to transfer data",1,0,0.06,0.94,-0.3182
flipkart15,Flipkart Customer,Perfect product!,"Best mobile in 30k .most of the flagship features are available in this budget phone.Best camera,Battery is decent last upto 1 day if phone used normally,inhand feel is good, can use easily with single hand ,best security features,sound quality is also very good.",5,0.412,0,0.588,0.9715
flipkart15,bharat bhushan,Utterly Disappointed,Camra like china phoneBantry so bad,1,0.227,0.409,0.364,-0.4572
flipkart15,Love  Goswami ,Excellent,Ok ok typ,5,0.815,0,0.185,0.5267
flipkart15,Flipkart Customer,Expected a better product,"Utterly disappointed for the decision to purchase this phone. Just after 6 months of use, now  I decided to  sell or exchange this phone even though a huge loss.  Internet connectivity is very poor. Even Gpay is not working in strong 5g network. Tried with various service providers like jio and bsnl. Battery draining and heating are extreme. Contacted authorised service center at Kottayam.  After factory resetting and  holding for two days, they are claiming that battery and motherboard are r...",2,0.054,0.133,0.813,-0.7899
flipkart15,mayank kanojia,Classy product,if you are a camera lover...then go for it.,5,0,0,1,0
flipkart15,Sushant  Patil,Waste of money!,Battery 🔋 100 To 10% play video 4 hrs only,1,0.255,0,0.745,0.34
flipkart15,mahanand kumar verma,Delightful,Updates are awesome,4,0.672,0,0.328,0.6249
flipkart15,ankit singh,Nice product,"Nice product and it could be awesome product cuz of buttery performance... other then this, all is good 👍",4,0.395,0,0.605,0.8689
flipkart15,Naveen kumar,Really Nice,Very good mobile. Only drawback is battery backup. Full charging will come for one full day for normal usage.,4,0.151,0,0.849,0.4927
flipkart15,khwaja qutubuddin  SHAIK ,Utterly Disappointed,Worst phone,1,0,0.804,0.196,-0.6249
flipkart15,Savad Kk,Just wow!,Excellent,5,1,0,0,0.5719
flipkart15,Subrat Tripathi,Very Good,"All things are good like camera, display, performance, design but, battery is average.",4,0.252,0,0.748,0.4019
flipkart15,Sudhanshu Gautam,Great product,Nice phone i like,5,0.841,0,0.159,0.6486
flipkart15,Kalyan Dey,Expected a better product,Very average phone with average camera quality.,2,0,0,1,0
flipkart15,Sayyed Nadimuddin ,Excellent,Very NYC phone,5,0,0,1,0
flipkart15,Bikash  Kumar,Does the job,Value for money 💰💰👍Thank you Flipkart,5,0.324,0,0.676,0.34
flipkart15,Shivakumar Shivoor,Wonderful,Very smooth n fast..camera is good..Display is best..totally good phone from Samsung..Thank you flipcart n Samsung..,5,0.182,0,0.818,0.4404
flipkart15,Mohd Imran,Wonderful,"Amazing Phone with Ultimate Camera. I was so much worried and confused while buying this beast because of many negetive reviews, but after using the device for almost 2 months I can say I made a good decision.Camera: no doubt this is a Camera centric phone photos are really sharp and amazing in almost any lighting.Performance: SD888 is very capable for almost all daily tasks. I heard a lot about heating issues but it doesn't heat much it will warm sometimes while using long time in daylig...",4,0.185,0.097,0.718,0.8909
flipkart15,Binoy Bora,Super!,Vry Good mbl,5,0.592,0,0.408,0.4404
flipkart15,Rem remi,Wonderful,"have some issue in touching, i have to tap again and again in some parts of the screen. Battery is fine, i mean i didn't expected to be good though as it is only 4500mah... i didn't have high expectations but it works well, i can play bgmi and camera is osm... i loved it, i didn't regret buying this.",4,0.271,0,0.729,0.9473
flipkart15,ANIL PASWAN,Moderate,it has a battery problem and slow charging,2,0,0.31,0.69,-0.4019
flipkart15,Vikash Kumar,Terrific purchase,Good phone for those who Samsung lover 🥰,5,0.573,0,0.427,0.7717
flipkart15,Samir kanta Ghosh,Brilliant,Very good within this budget,5,0.444,0,0.556,0.4927
flipkart15,gaurav Kashyap,Simply awesome,Very nice camera is amazing I m very happy,5,0.731,0,0.269,0.8976
flipkart15,Dr Chaitanya Badami,Best in the market!,Nothing much to say. It's Samsung. The only concern is that battery life is not good. Cannot run for a day. It's mainly because of processor. The rest is excellent.,5,0.112,0.073,0.816,0.3169
flipkart15,B Manoj Kumar,Best in the market!,Super  phone,5,0.796,0,0.204,0.5994
flipkart15,pranam kumar,Did not meet expectations,Battery backup is very badBattery drain so quickly,1,0,0,1,0
flipkart15,Flipkart Customer,Fabulous!,Nyc camera 📷,5,0,0,1,0
flipkart15,VIPIN LAL,Fair,Camera quality is very bad. Camera quality like under 15 k mobile . If u want quality photos don't buy this phone,3,0.161,0.161,0.678,-0.2484
flipkart15,Flipkart Customer,Did not meet expectations,Product is not Good battery drained out in 3 to 4 hrs,1,0.169,0.192,0.639,-0.0762
flipkart15,Flipkart Customer,Classy product,"Everything is good except battery which is average, last till evening and .. Width of the mobile is more, if you are switching from one plus you can feel that the width of the mobile is more which makes it inconvenient",5,0.065,0.054,0.88,0.128
flipkart15,Shubham Abhang,Perfect product!,Great camera,5,0.804,0,0.196,0.6249
flipkart15,avneesh singh,Wonderful,I'm using this product from last 2 months and there is no such issue I have faced. Performance of this phone is just awesome. As a normal user there is no heating issue.,4,0.115,0.124,0.761,0.1779
flipkart15,Soumya Ranjan,Terrific purchase,Nice product just love it ...I buyed this device for my friend and her experience in one UI is awesome,5,0.472,0,0.528,0.936
flipkart15,Vaibhav Bhondave,Terrific,User friendly phone.loved it .value for moneyCamera is just osm,5,0.412,0,0.588,0.6808
flipkart15,Samir Raza,Slightly disappointed,Price is high,2,0,0,1,0
flipkart15,Harshanand kumar,Perfect product!,loved it.,5,0.796,0,0.204,0.5994
flipkart15,sukesh kr,Don't waste your money,bad quality,1,0,0.778,0.222,-0.5423
flipkart15,Abdullah,Mind-blowing purchase,Overall phone is very good and camera is superb but a bit heating issue and battery should have 5000 but apart of this phone is awesome..,5,0.168,0,0.832,0.5642
flipkart15,Aakash  Hatwal,Great product,Awesome 👌,5,1,0,0,0.6249
flipkart15,jeeban kunar behera,Simply awesome,All are best in smartphone but thw bettery is not  good for use,5,0.156,0.186,0.658,-0.1303
flipkart15,Abhinandan Verma,Terrific purchase,Mast 📷 quality.Mast performance Battery performance is low,5,0,0.259,0.741,-0.2732
flipkart15,Bharath Customer,Classy product,If we use for 5 minutes it will get over heated,5,0,0,1,0
flipkart15,Krishna kanta Panigrahi,Must buy!,Nice,5,1,0,0,0.4215
flipkart15,Prabhjot Singh,Just wow!,Good phone,5,0.744,0,0.256,0.4404
flipkart15,Er Md Tasaur Ali  Hvac Contractor ,Fabulous!,I used this phone really good mobile I like it,5,0.498,0,0.502,0.7146
flipkart15,Guru Prabhagaran,Excellent,Except battery everything is good. If you usage is lite then it is best and get 10% remaining charge at the end. If you are heavy user use more camera and play game need to charge twice a day or take powerbank with you. Charge speed is also low take 1hour.20min to full charge with 25w charger. Apart from that all works excellent.,5,0.186,0.029,0.786,0.9074
flipkart15,Ramesh M,Pretty good,"Mobile was very good and handy to use because of small display and the camera is very good, good display and Good processor for normal usage not for gamers, good for 1 to 1.5 day usage as the battery was not that good, use 60HZ for decent battery",4,0.315,0,0.685,0.9575
flipkart15,Milind Gade,Brilliant,Compact phone compared to Nothing 1/2. Simple design and great processor,5,0.291,0,0.709,0.6249
flipkart15,Meenakshi Jena,Good choice,Awesome clicks on Samsung.,4,0.577,0,0.423,0.6249
flipkart15,Dipu Kumar Srivastava,Fabulous!,Camera in daylight is just awesome. The 3X telephoto lens will make you fall in love with it. Camera in night is decent.Battery is average.Performance and UI is great.,5,0.323,0,0.677,0.9246
flipkart15,Mahendra  Kumar,Terrific purchase,Nice product,5,0.737,0,0.263,0.4215
flipkart15,Spandana Kaila,Mind-blowing purchase,Excellent design and camera superb Just go for it,5,0.527,0,0.473,0.8316
flipkart15,himansh singh,Pretty good,"Best camera in segment.4.5 hour battery life  on usage with 5g, GPS, screen on max brightness.No charger, case, screen guard in box. Takes 100 min for 100% charge.No unnatural heating issue.",4,0.123,0,0.877,0.6369
flipkart15,Saidur Ahmed,Awesome,Overall happy with the product. Only concern about this phone battery. Battery is draining pretty fast.,5,0.33,0,0.67,0.7845
flipkart15,Ganesh Iyer,Delightful,"For price Point I would say it is definitely worth it.It is waterproof phone till 1 m.Came image quality is very good even though sensor is 12 MP better than A73 which has 108 MP sensor.This is  allrounder midrange phone only downside being battery which will just last a little less than a day with mixed usage of videos,calls etc.",4,0.168,0.031,0.801,0.8268
flipkart15,Biswaranjan Dixit,Nice product,"Best ever Handy 5g Phone having clear photos, videos.",4,0.493,0,0.507,0.7783
flipkart15,Shreekant Kumar,Very Good,Good,4,1,0,0,0.4404
flipkart15,Arvind  Verma,Fabulous!,Veri nice product fully satisfied at this price as compare to other Chinese brands as well as American brands too,5,0.32,0,0.68,0.7902
flipkart15,Flipkart Customer,Classy product,Excellent,5,1,0,0,0.5719
flipkart15,Ajay Bahadur ,Best in the market!,I am happy  😊  this phone is very 👍good,5,0.381,0,0.619,0.5719
flipkart15,hardik naliyapara,Brilliant,Best in the market,5,0.583,0,0.417,0.6369
flipkart15,Flipkart Customer,Utterly Disappointed,The mobile is bad in optimising battery. Completely draining battery,1,0.19,0.246,0.563,-0.2023
flipkart15,Flipkart Customer,Did not meet expectations,Very bad performance,1,0,0.655,0.345,-0.5849
flipkart15,Saravanan Rm,Wonderful,OK at atime,4,0.595,0,0.405,0.4466
flipkart15,Satyabrata Mohapatra,Super!,Awesome phone with briliant camera set up. But somehow it's not compare in case of battery and charging with other phones in this price segment.1. Camera-5/52. Display-4.5/53. Profermance-4/54. Battery-3/55. Design-4/5Overall it's a good phone but but not for the gamers👍,5,0.147,0,0.853,0.7506
flipkart15,Prashant  Deshmukh,Classy product,Nice mobile,5,0.737,0,0.263,0.4215
flipkart15,Sumit Kumar,Fabulous!,Very Good Mobile,5,0.615,0,0.385,0.4927
flipkart15,Flipkart Customer,Classy product,The product is awesome 👌 👏 👍,5,0.577,0,0.423,0.6249
flipkart15,Sonu khatik Khatik,Decent product,Nice,3,1,0,0,0.4215
flipkart15,salim miah,Classy product,Awesome phone,5,0.804,0,0.196,0.6249
flipkart15,Vinayak P,Nice product,Back camera is very nice for both portraits and landscapes. Front camera is not that good. All other features are normal to good for a normal usage.,4,0.1,0.156,0.744,-0.1825
flipkart15,Sai Vamsi Anupoju,Classy product,Cam is just amazing... Everything is nice apart from battery...!,5,0.256,0,0.744,0.4753
flipkart15,Mohammad rilwan ali A A,Awesome,I am satisfied with buying this mobile.,5,0.359,0,0.641,0.4215
flipkart15,kapil  Pathak,Worth the money,Display is awesome but battery back is worst. Overall the phone is excellent 👌.,4,0.313,0.233,0.454,0.2382
flipkart15,Priyanga Mohandas,Terrific,Good,5,1,0,0,0.4404
flipkart15,Prince Kumar,Value-for-money,Camera and performance is super but battery draining so fast,4,0.214,0,0.786,0.3506
